time,WaveElev,HydroFx,HydroFy,HydroFz,HydroMx,HydroMy,HydroMz
0.03,1.83,-662255.9385189521,0.0,-13118462.846182412,-6.146728992462158e-08,-45669366.12328332,-4.190951585769653e-08
0.060000000000000005,1.8290402915511532,-923017.8260347296,-1.1338077082097694e-13,-13075661.026272248,-6.891787052154541e-08,-37250129.174781196,-4.0512531995773315e-08
0.09,1.8290402915511532,-923017.8260347296,-1.1338077082097694e-13,-13075661.026272248,-6.891787052154541e-08,-37250129.174781196,-4.0512531995773315e-08
0.11999999999999998,1.8261621728060402,-1182337.532882921,-2.2808648129366395e-13,-13016412.012225986,-5.960464477539063e-08,-28792737.471433386,-3.026798367500305e-08
0.15,1.8261621728060402,-1182337.532882921,-2.2808648129366395e-13,-13016412.012225986,-5.960464477539063e-08,-28792737.471433386,-3.026798367500305e-08
0.18000000000000002,1.8213686625131607,-1439857.596057602,-3.29735749940646e-13,-12940812.857890978,-7.916241884231567e-08,-20309719.70542366,-4.6100467443466187e-08
0.21000000000000005,1.8146647884018339,-1695222.2283556757,-4.2927611949021083e-13,-12848989.184143659,-6.239861249923706e-08,-11813462.020292334,-3.725290298461914e-08
0.24000000000000007,1.8146647884018339,-1695222.2283556757,-4.2927611949021083e-13,-12848989.184143659,-6.239861249923706e-08,-11813462.020292334,-3.725290298461914e-08
0.2700000000000001,1.8060575819088087,-1948088.2474524467,-5.224566280549912e-13,-12741090.209328188,-6.51925802230835e-08,-3316360.087250626,-3.166496753692627e-08
0.3000000000000001,1.8060575819088087,-1948088.2474524467,-5.224566280549912e-13,-12741090.209328188,-6.51925802230835e-08,-3316360.087250626,-3.166496753692627e-08
0.3300000000000001,1.7955560708032563,-2198125.0453609414,-6.154983283191941e-13,-12617287.979723986,-4.7497451305389404e-08,5169150.19094713,-2.3748725652694702e-08
0.36000000000000015,1.7831712697178919,-2445007.498958489,-6.974321962287235e-13,-12477780.77431915,-5.587935447692871e-08,13630716.310265565,-1.7695128917694092e-08
0.3900000000000002,1.7831712697178919,-2445007.498958489,-6.974321962287235e-13,-12477780.77431915,-5.587935447692871e-08,13630716.310265565,-1.7695128917694092e-08
0.4200000000000002,1.768916168596145,-2688411.579615473,-7.743611105218941e-13,-12322796.131964307,-9.266659617424011e-08,22056214.470930293,-4.0978193283081055e-08
0.45000000000000023,1.768916168596145,-2688411.579615473,-7.743611105218941e-13,-12322796.131964307,-9.266659617424011e-08,22056214.470930293,-4.0978193283081055e-08
0.48000000000000026,1.7528057190675093,-2928017.1583416183,-8.492108256915741e-13,-12152590.230995279,-7.078051567077637e-08,30433792.034897022,-3.5390257835388184e-08
