time,env_Time,env_WaveElev,env_WaveSpec,env_WindSpec,env_WindSpeed
0.01,0.0,1.83,1.6744500000000002,12.996,11.4
0.02,0.01,1.8299616084404755,1.6743797441830262,12.996,11.4
0.03,0.02,1.8298464353727346,1.6741689885231517,12.996,11.4
0.04,0.03,1.8296544856292076,1.67381776839154,12.996,11.4
0.05,0.04,1.8293857672637197,1.6733261427335342,12.996,11.4
0.060000000000000005,0.05,1.8290402915511532,1.6726941940587639,12.996,11.4
0.07,0.060000000000000005,1.8286180729869734,1.671922028427296,12.996,11.4
0.08,0.07,1.8281191292866226,1.6710097754318396,12.996,11.4
0.09,0.08,1.8275434813847746,1.669957588175991,12.996,11.4
0.09999999999999999,0.09,1.8268911534344576,1.6687656432485416,12.996,11.4
0.10999999999999999,0.09999999999999999,1.8261621728060402,1.6674341406938389,12.996,11.4
0.11999999999999998,0.10999999999999999,1.8253565700860834,1.6659633039782153,12.996,11.4
0.12999999999999998,0.11999999999999998,1.824474379076057,1.6643533799524817,12.996,11.4
0.13999999999999999,0.12999999999999998,1.8235156367909207,1.6626046388104985,12.996,11.4
0.15,0.13999999999999999,1.8224803834575727,1.6607173740438306,12.996,11.4
0.16,0.15,1.8213686625131607,1.6586919023924898,12.996,11.4
0.17,0.16,1.8201805206032593,1.656528563791776,12.996,11.4
0.18000000000000002,0.17,1.8189160075799127,1.6542277213152246,12.996,11.4
0.19000000000000003,0.18000000000000002,1.8175751764995443,1.6517897611136747,12.996,11.4
0.20000000000000004,0.19000000000000003,1.8161580836207292,1.6492150923504598,12.996,11.4
0.21000000000000005,0.20000000000000004,1.8146647884018339,1.6465041471327362,12.996,11.4
0.22000000000000006,0.21000000000000005,1.8130953534985224,1.6436573804389658,12.996,11.4
0.23000000000000007,0.22000000000000006,1.8114498447611265,1.6406752700425546,12.996,11.4
0.24000000000000007,0.23000000000000007,1.8097283312318826,1.6375583164316674,12.996,11.4
0.25000000000000006,0.24000000000000007,1.807930885142036,1.6343070427252326,12.996,11.4
0.26000000000000006,0.25000000000000006,1.8060575819088087,1.6309219945851468,12.996,11.4
0.2700000000000001,0.26000000000000006,1.8041085001322366,1.6274037401246941,12.996,11.4
0.2800000000000001,0.2700000000000001,1.8020837215918706,1.6237528698132033,12.996,11.4
0.2900000000000001,0.2800000000000001,1.7999833312433455,1.6199699963769456,12.996,11.4
0.3000000000000001,0.2900000000000001,1.7978074172148155,1.6160557546963028,12.996,11.4
0.3100000000000001,0.3000000000000001,1.7955560708032563,1.612010801699214,12.996,11.4
0.3200000000000001,0.3100000000000001,1.7932293864706352,1.6078358162509254,12.996,11.4
0.3300000000000001,0.3200000000000001,1.7908274618399465,1.6035314990400524,12.996,11.4
0.34000000000000014,0.3300000000000001,1.7883503976911166,1.5990985724609874,12.996,11.4
0.35000000000000014,0.34000000000000014,1.7857982979567744,1.5945377804926562,12.996,11.4
0.36000000000000015,0.35000000000000014,1.7831712697178919,1.5898498885736594,12.996,11.4
0.37000000000000016,0.36000000000000015,1.780469423199289,1.5850356834738044,12.996,11.4
0.38000000000000017,0.37000000000000016,1.7776928717650116,1.580095973162067,12.996,11.4
0.3900000000000002,0.38000000000000017,1.7748417319135728,1.5750315866709852,12.996,11.4
0.4000000000000002,0.3900000000000002,1.771916123273066,1.5698433739575257,12.996,11.4
0.4100000000000002,0.4000000000000002,1.768916168596145,1.5645322057604325,12.996,11.4
0.4200000000000002,0.4100000000000002,1.7658419937548737,1.5590989734540937,12.996,11.4
0.4300000000000002,0.4200000000000002,1.762693727735445,1.5535445888989396,12.996,11.4
0.4400000000000002,0.4300000000000002,1.7594715026327685,1.5478699842884063,12.996,11.4
0.45000000000000023,0.4400000000000002,1.7561754536449279,1.5420761119924842,12.996,11.4
0.46000000000000024,0.45000000000000023,1.7528057190675093,1.536163944397884,12.996,11.4
0.47000000000000025,0.46000000000000024,1.7493624402877972,1.5301344737448384,12.996,11.4
0.48000000000000026,0.47000000000000025,1.7458457617788432,1.5239887119605746,12.996,11.4
0.49000000000000027,0.48000000000000026,1.7422558310934042,1.5177276904894843,12.996,11.4
0.5000000000000002,0.49000000000000027,1.7385927988577505,1.5113524601200132,12.996,11.4
0.5100000000000002,0.5000000000000002,1.734856818765347,1.5048640908083102,12.996,11.4
0.5200000000000002,0.5100000000000002,1.7310480475704035,1.498263671498653,12.996,11.4
0.5300000000000002,0.5200000000000002,1.7271666450812984,1.4915523099406938,12.996,11.4
0.5400000000000003,0.5300000000000002,1.7232127741538723,1.4847311325035422,12.996,11.4
0.5500000000000003,0.5400000000000003,1.719186600684597,1.47780128398673,12.996,11.4
0.5600000000000003,0.5500000000000003,1.7150882936036125,1.4707639274280757,12.996,11.4
0.5700000000000003,0.5600000000000003,1.7109180248676403,1.4636202439084938,12.996,11.4
0.5800000000000003,0.5700000000000003,1.7066759694527684,1.4563714323537735,12.996,11.4
0.5900000000000003,0.5800000000000003,1.7023623053471095,1.4490187093333626,12.996,11.4
0.6000000000000003,0.5900000000000003,1.6979772135433326,1.44156330885619,12.996,11.4
0.6100000000000003,0.6000000000000003,1.6935208780310693,1.434006482163562,12.996,11.4
0.6200000000000003,0.6100000000000003,1.688993485789194,1.426349497519166,12.996,11.4
0.6300000000000003,0.6200000000000003,1.6843952267779787,1.4185936399962191,12.996,11.4
0.6400000000000003,0.6300000000000003,1.6797262939311222,1.4107402112617913,12.996,11.4
0.6500000000000004,0.6400000000000003,1.6749868831476558,1.4027905293583494,12.996,11.4
0.6600000000000004,0.6500000000000004,1.6701771932837224,1.3947459284825463,12.996,11.4
0.6700000000000004,0.6600000000000004,1.6652974261442346,1.3866077587613062,12.996,11.4
0.6800000000000004,0.6700000000000004,1.6603477864744058,1.3783773860252295,12.996,11.4
0.6900000000000004,0.6800000000000004,1.6553284819511611,1.3700561915793679,12.996,11.4
0.7000000000000004,0.6900000000000004,1.650239723174422,1.3616455719713962,12.996,11.4
0.7100000000000004,0.7000000000000004,1.6450817236582709,1.3531469387572337,12.996,11.4
0.7200000000000004,0.7100000000000004,1.6398546998219923,1.3445617182641383,12.996,11.4
0.7300000000000004,0.7200000000000004,1.6345588709809928,1.335891351351329,12.996,11.4
0.7400000000000004,0.7300000000000004,1.6291944593375984,1.3271372931681649,12.996,11.4
0.7500000000000004,0.7400000000000004,1.6237616899717309,1.3183010129099257,12.996,11.4
0.7600000000000005,0.7500000000000004,1.6182607908314657,1.3093839935712404,12.996,11.4
0.7700000000000005,0.7600000000000005,1.6126919927234653,1.3003877316971908,12.996,11.4
0.7800000000000005,0.7700000000000005,1.6070555293032978,1.2913137371321513,12.996,11.4
0.7900000000000005,0.7800000000000005,1.60135163706563,1.2821635327663865,12.996,11.4
0.8000000000000005,0.7900000000000005,1.5955805553343076,1.2729386542804688,12.996,11.4
0.8100000000000005,0.8000000000000005,1.5897425262523117,1.263640649887541,12.996,11.4
0.8200000000000005,0.8100000000000005,1.5838377947716,1.2542710800734824,12.996,11.4
0.8300000000000005,0.8200000000000005,1.577866608642828,1.2448315173350095,12.996,11.4
0.8400000000000005,0.8300000000000005,1.5718292184049547,1.2353235459157654,12.996,11.4
0.8500000000000005,0.8400000000000005,1.5657258773747311,1.2257487615404359,12.996,11.4
0.8600000000000005,0.8500000000000005,1.5595568416360701,1.2161087711469372,12.996,11.4
0.8700000000000006,0.8600000000000005,1.5533223700293024,1.2064051926167245,12.996,11.4
0.8800000000000006,0.8700000000000006,1.5470227241403165,1.196639654503263,12.996,11.4
0.8900000000000006,0.8800000000000006,1.5406581682895824,1.1868137957587055,12.996,11.4
0.9000000000000006,0.8900000000000006,1.5342289695210618,1.1769292654588297,12.996,11.4
0.9100000000000006,0.9000000000000006,1.5277353975910029,1.1669877225262697,12.996,11.4
0.9200000000000006,0.9100000000000006,1.5211777249566223,1.1569908354521026,12.996,11.4
0.9300000000000006,0.9200000000000006,1.5145562267646733,1.146940282015822,12.996,11.4
0.9400000000000006,0.9300000000000006,1.5078711808399012,1.1368377490037591,12.996,11.4
0.9500000000000006,0.9400000000000006,1.501122867673387,1.1266849319259864,12.996,11.4
0.9600000000000006,0.9500000000000006,1.4943115704107766,1.1164835347317605,12.996,11.4
0.9700000000000006,0.9600000000000006,1.4874375748404025,1.1062352695235491,12.996,11.4
0.9800000000000006,0.9700000000000006,1.4805011693812926,1.0959418562696874,12.996,11.4
0.9900000000000007,0.9800000000000006,1.4735026450710673,1.085605022515716,12.996,11.4
1.0000000000000007,0.9900000000000007,1.46644229555373,1.0752265030944466,12.996,11.4
1.0100000000000007,1.0000000000000007,1.4593204170673446,1.0648080398348043,12.996,11.4
1.0200000000000007,1.0100000000000007,1.452137308431607,1.054351381269496,12.996,11.4
1.0300000000000007,1.0200000000000007,1.4448932710353073,1.043858282341555,12.996,11.4
1.0400000000000007,1.0300000000000007,1.4375886088236836,1.0333305041098069,12.996,11.4
1.0500000000000007,1.0400000000000007,1.430223628285669,1.0227698134533119,12.996,11.4
1.0600000000000007,1.0500000000000007,1.4227986384410334,1.0121779827748292,12.996,11.4
1.0700000000000007,1.0600000000000007,1.4153139508274148,1.001556789703353,12.996,11.4
1.0800000000000007,1.0700000000000007,1.4077698794872513,0.990908016795775,12.996,11.4
1.0900000000000007,1.0800000000000007,1.400166740954601,0.9802334512377144,12.996,11.4
1.1000000000000008,1.0900000000000007,1.3925048542418639,0.9695348845435773,12.996,11.4
1.1100000000000008,1.1000000000000008,1.3847845408263946,0.9588141122558842,12.996,11.4
1.1200000000000008,1.1100000000000008,1.3770061246370153,0.9480729336439256,12.996,11.4
1.1300000000000008,1.1200000000000008,1.3691699320404234,0.9373131514017887,12.996,11.4
1.1400000000000008,1.1300000000000008,1.361276291827498,0.9265365713458119,12.996,11.4
1.1500000000000008,1.1400000000000008,1.353325535199505,0.9157450021115134,12.996,11.4
1.1600000000000008,1.1500000000000008,1.3453179957541996,0.9049402548500484,12.996,11.4
1.1700000000000008,1.1600000000000008,1.3372540094718306,0.8941241429242434,12.996,11.4
1.1800000000000008,1.1700000000000008,1.329133914701042,0.8832984816042583,12.996,11.4
1.1900000000000008,1.1800000000000008,1.320958052144677,0.8724650877629297,12.996,11.4
1.2000000000000008,1.1900000000000008,1.3127267648454832,0.8616257795708443,12.996,11.4
1.2100000000000009,1.2000000000000008,1.3044403981717194,0.8507823761911969,12.996,11.4
1.2200000000000009,1.2100000000000009,1.2960992998026628,0.8399366974744764,12.996,11.4
1.2300000000000009,1.2200000000000009,1.2877038197140238,0.8290905636530436,12.996,11.4
1.2400000000000009,1.2300000000000009,1.2792543101632596,0.8182457950356387,12.996,11.4
1.2500000000000009,1.2400000000000009,1.2707511256747956,0.8074042117018801,12.996,11.4
1.260000000000001,1.2500000000000009,1.2621946230251486,0.7965676331967985,12.996,11.4
1.270000000000001,1.260000000000001,1.2535851612279592,0.7857378782254641,12.996,11.4
1.280000000000001,1.270000000000001,1.2449231015189268,0.7749167643477521,12.996,11.4
1.290000000000001,1.280000000000001,1.2362088073406539,0.7641061076733009,12.996,11.4
1.300000000000001,1.290000000000001,1.2274426443273951,0.7533077225567141,12.996,11.4
1.310000000000001,1.300000000000001,1.2186249802897184,0.7425234212930584,12.996,11.4
1.320000000000001,1.310000000000001,1.2097561851990701,0.7317550138137034,12.996,11.4
1.330000000000001,1.320000000000001,1.2008366311722536,0.7210043073825635,12.996,11.4
1.340000000000001,1.330000000000001,1.1918666924558141,0.7102731062927811,12.996,11.4
1.350000000000001,1.340000000000001,1.182846745410338,0.6995632115639144,12.996,11.4
1.360000000000001,1.350000000000001,1.1737771684946596,0.6888764206396703,12.996,11.4
1.370000000000001,1.360000000000001,1.164658342249984,0.6782145270862405,12.996,11.4
1.380000000000001,1.370000000000001,1.1554906492839179,0.6675793202912851,12.996,11.4
1.390000000000001,1.380000000000001,1.146274474254418,0.6569725851636211,12.996,11.4
1.400000000000001,1.390000000000001,1.1370102038536507,0.6463961018336601,12.996,11.4
1.410000000000001,1.400000000000001,1.1276982267917672,0.635851645354648,12.996,11.4
1.420000000000001,1.410000000000001,1.1183389337805945,0.6253409854047585,12.996,11.4
1.430000000000001,1.420000000000001,1.108932717517242,0.6148658859900877,12.996,11.4
1.440000000000001,1.430000000000001,1.0994799726676234,0.604428105148599,12.996,11.4
1.450000000000001,1.440000000000001,1.0899810958498992,0.5940293946550735,12.996,11.4
1.460000000000001,1.450000000000001,1.0804364856178343,0.5836714997271084,12.996,11.4
1.470000000000001,1.460000000000001,1.0708465424440754,0.5733561587322155,12.996,11.4
1.480000000000001,1.470000000000001,1.0612116687033484,0.5630851028960726,12.996,11.4
1.490000000000001,1.480000000000001,1.051532268655575,0.5528600560119702,12.996,11.4
1.500000000000001,1.490000000000001,1.0418087484289122,0.5426827341515083,12.996,11.4
1.5100000000000011,1.500000000000001,1.0320415160027103,0.5325548453765863,12.996,11.4
1.5200000000000011,1.5100000000000011,1.0222309811903953,0.5224780894527392,12.996,11.4
1.5300000000000011,1.5200000000000011,1.0123775556222745,0.5124541575638657,12.996,11.4
1.5400000000000011,1.5300000000000011,1.0024816527282656,0.5024847320283975,12.996,11.4
1.5500000000000012,1.5400000000000011,0.9925436877205484,0.4925714860169527,12.996,11.4
1.5600000000000012,1.5500000000000012,0.9825640775761452,0.4827160832715305,12.996,11.4
1.5700000000000012,1.5600000000000012,0.972543241019424,0.47292017782628276,12.996,11.4
1.5800000000000012,1.5700000000000012,0.9624815985045301,0.4631854137299177,12.996,11.4
1.5900000000000012,1.5800000000000012,0.9523795721977458,0.4535134247697807,12.996,11.4
1.6000000000000012,1.5900000000000012,0.9422375859597745,0.44390583419765167,12.996,11.4
1.6100000000000012,1.6000000000000012,0.9320560653279588,0.43436425445731813,12.996,11.4
1.6200000000000012,1.6100000000000012,0.9218354374984247,0.42489028691395603,12.996,11.4
1.6300000000000012,1.6200000000000012,0.911576131308158,0.415485521585374,12.996,11.4
1.6400000000000012,1.6300000000000012,0.9012785772170102,0.40615153687515915,12.996,11.4
1.6500000000000012,1.6400000000000012,0.8909432072896379,0.39688989930777335,12.996,11.4
1.6600000000000013,1.6500000000000012,0.8805704551773741,0.3877021632656439,12.996,11.4
1.6700000000000013,1.6600000000000013,0.8701607561000335,0.37858987072829103,12.996,11.4
1.6800000000000013,1.6700000000000013,0.8597145468276507,0.3695545510135364,12.996,11.4
